INFO  [2020-03-26 04:19:01,973] main                 pid 5329@localhost.localdomain
DEBUG [2020-03-26 04:19:01,975] main                 Using property file /usr/multiverse/bin/multiverse.properties
DEBUG [2020-03-26 04:19:09,754] main                 Adding msg type 'mv.GET_REGION', msgNumber 123/0x7b
DEBUG [2020-03-26 04:19:09,754] main                 Adding msg type 'mv.LOAD_INSTANCE', msgNumber 124/0x7c
DEBUG [2020-03-26 04:19:09,755] main                 Adding msg type 'mv.UNLOAD_INSTANCE', msgNumber 125/0x7d
DEBUG [2020-03-26 04:19:09,755] main                 Adding msg type 'mv.DELETE_INSTANCE', msgNumber 126/0x7e
DEBUG [2020-03-26 04:19:09,769] main                 Adding msg type 'mv.LOAD_INSTANCE_CONTENT', msgNumber 127/0x7f
DEBUG [2020-03-26 04:19:09,770] main                 Adding msg type 'mv.INSTANCE_UNLOADED', msgNumber 128/0x80
DEBUG [2020-03-26 04:19:09,770] main                 Adding msg type 'mv.INSTANCE_DELETED', msgNumber 129/0x81
DEBUG [2020-03-26 04:19:09,771] main                 Adding msg type 'mv.CREATE_SPAWN_GEN', msgNumber 130/0x82
DEBUG [2020-03-26 04:19:09,899] main                 Adding msg type 'mv.VOICE_PARMS', msgNumber 131/0x83
DEBUG [2020-03-26 04:19:09,900] main                 Adding msg type 'mv.PLAYER_PATH_REQ', msgNumber 132/0x84
DEBUG [2020-03-26 04:19:09,900] main                 Adding msg type 'mv.UPDATE_PLAYER_IGNORE_LIST', msgNumber 133/0x85
DEBUG [2020-03-26 04:19:09,900] main                 Adding msg type 'mv.RELAY_UPDATE_PLAYER_IGNORE_LIST', msgNumber 134/0x86
DEBUG [2020-03-26 04:19:09,900] main                 Adding msg type 'mv.GET_MATCHING_PLAYERS', msgNumber 135/0x87
DEBUG [2020-03-26 04:19:09,900] main                 Adding msg type 'mv.PLAYER_IGNORE_LIST', msgNumber 136/0x88
DEBUG [2020-03-26 04:19:09,900] main                 Adding msg type 'mv.PLAYER_IGNORE_LIST_REQ', msgNumber 137/0x89
DEBUG [2020-03-26 04:19:09,900] main                 Adding msg type 'mv.GET_PLAYER_LOGIN_STATUS', msgNumber 138/0x8a
DEBUG [2020-03-26 04:19:09,901] main                 Adding msg type 'mv.SEARCH', msgNumber 139/0x8b
DEBUG [2020-03-26 04:19:09,902] main                 Adding msg type 'mv.REQ_TRAINER_INFO', msgNumber 140/0x8c
DEBUG [2020-03-26 04:19:09,902] main                 Adding msg type 'mv.REQ_SKILL_TRAINING', msgNumber 141/0x8d
DEBUG [2020-03-26 04:19:09,902] main                 Adding msg type 'mv.TRAINING_INFO', msgNumber 142/0x8e
DEBUG [2020-03-26 04:19:09,966] main                 Adding msg type 'mv.STAT_XP_UPDATE', msgNumber 143/0x8f
DEBUG [2020-03-26 04:19:09,966] main                 Adding msg type 'mv.HANDLE_EXP', msgNumber 144/0x90
DEBUG [2020-03-26 04:19:09,969] main                 Adding msg type 'mv.GROUP_INVITE', msgNumber 145/0x91
DEBUG [2020-03-26 04:19:09,969] main                 Adding msg type 'mv.GROUP_INVITE_RESPONSE', msgNumber 146/0x92
DEBUG [2020-03-26 04:19:09,969] main                 Adding msg type 'mv.GROUP_REMOVE_MEMBER', msgNumber 147/0x93
DEBUG [2020-03-26 04:19:09,969] main                 Adding msg type 'mv.GROUP_CHAT', msgNumber 148/0x94
DEBUG [2020-03-26 04:19:09,969] main                 Adding msg type 'mv.REQUEST_GROUP_INFO', msgNumber 149/0x95
DEBUG [2020-03-26 04:19:09,969] main                 Adding msg type 'mv.GROUP_INFO_RESPONSE', msgNumber 150/0x96
DEBUG [2020-03-26 04:19:09,970] main                 Adding msg type 'mv.GROUP_SET_ALLOWED_SPEAKER', msgNumber 151/0x97
DEBUG [2020-03-26 04:19:09,970] main                 Adding msg type 'mv.GROUP_MUTE_VOICE_CHAT', msgNumber 152/0x98
DEBUG [2020-03-26 04:19:09,970] main                 Adding msg type 'mv.GROUP_VOICE_CHAT_STATUS', msgNumber 153/0x99
DEBUG [2020-03-26 04:19:09,972] main                 Adding msg type 'mv.VOICECLIENT', msgNumber 154/0x9a
DEBUG [2020-03-26 04:19:09,972] main                 Adding msg type 'mv.VOICE_MEMBER_ADDED', msgNumber 155/0x9b
DEBUG [2020-03-26 04:19:09,973] main                 Adding msg type 'mv.VOICE_MEMBER_REMOVED', msgNumber 156/0x9c
DEBUG [2020-03-26 04:19:09,974] main                 Adding msg type 'mv.GET_PLUGIN_STATUS', msgNumber 157/0x9d
DEBUG [2020-03-26 04:19:09,974] main                 Engine, script completed
DEBUG [2020-03-26 04:19:09,974] main                 Engine, Engine: reading in script: /usr/multiverse/config/mv_fantasy/worldmessages.py
WARN  [2020-03-26 04:19:09,974] main                 didnt find local script file, skipping: /usr/multiverse/config/mv_fantasy/worldmessages.py
DEBUG [2020-03-26 04:19:10,074] main                 Initializing Database with driver com.mysql.jdbc.Driver
DEBUG [2020-03-26 04:19:10,165] main                 classpath = /usr/multiverse/other/rhino1_5R5/js.jar:/usr/share/java/mysql-connector-java.jar:/usr/multiverse/dist/lib/injected.jar:/usr/multiverse/dist/lib/multiverse.jar:/usr/multiverse/dist/lib/mars.jar:/usr/multiverse/dist/lib/.jar:/usr/multiverse/other/java-getopt-1.0.11.jar:/usr/multiverse/other/jython.jar:/usr/multiverse/other/log4j-1.2.14.jar:/usr/multiverse/other/bcel-5.2.jar:.
DEBUG [2020-03-26 04:19:10,276] main                 com.mysql.jdbc.Driver driver loaded
DEBUG [2020-03-26 04:19:10,276] main                 Database: starting keepalive
DEBUG [2020-03-26 04:19:10,314] main                 Engine, connecting to localhostuser = multiverse passwd=multiverse
DEBUG [2020-03-26 04:19:10,314] main                 *** url = jdbc:mysql://localhost/multiverse username = multiverse password = multiverse
INFO  [2020-03-26 04:19:12,823] main                 connected to database
DEBUG [2020-03-26 04:19:12,823] main                 Reading namespaces from the database
DEBUG [2020-03-26 04:19:12,910] main                 Read 15 namespaces from the database
INFO  [2020-03-26 04:19:12,910] main                 encached the mapping of namespace strings to ints
DEBUG [2020-03-26 04:19:12,975] main                 Adding msg type 'msgsys.AGENT_HELLO', msgNumber 5000/0x1388
DEBUG [2020-03-26 04:19:12,975] main                 Adding msg type 'msgsys.HELLO_RESPONSE', msgNumber 5001/0x1389
DEBUG [2020-03-26 04:19:12,976] main                 Adding msg type 'msgsys.ALLOC_NAME', msgNumber 5002/0x138a
DEBUG [2020-03-26 04:19:12,976] main                 Adding msg type 'msgsys.NEW_AGENT', msgNumber 5003/0x138b
DEBUG [2020-03-26 04:19:12,976] main                 Adding msg type 'msgsys.AGENT_STATE', msgNumber 5004/0x138c
DEBUG [2020-03-26 04:19:12,976] main                 Adding msg type 'msgsys.ADVERTISE', msgNumber 5005/0x138d
DEBUG [2020-03-26 04:19:12,976] main                 Adding msg type 'msgsys.SUBSCRIBE', msgNumber 5006/0x138e
DEBUG [2020-03-26 04:19:12,976] main                 Adding msg type 'msgsys.UNSUBSCRIBE', msgNumber 5007/0x138f
DEBUG [2020-03-26 04:19:12,976] main                 Adding msg type 'msgsys.FILTER_UPDATE', msgNumber 5008/0x1390
DEBUG [2020-03-26 04:19:12,976] main                 Adding msg type 'msgsys.AWAIT_PLUGIN_DEPENDENTS', msgNumber 5009/0x1391
DEBUG [2020-03-26 04:19:12,976] main                 Adding msg type 'msgsys.PLUGIN_AVAILABLE', msgNumber 5010/0x1392
DEBUG [2020-03-26 04:19:12,976] main                 Adding msg type 'msgsys.RESPONSE', msgNumber 5011/0x1393
DEBUG [2020-03-26 04:19:12,976] main                 Adding msg type 'msgsys.BOOLEAN_RESPONSE', msgNumber 5012/0x1394
DEBUG [2020-03-26 04:19:12,976] main                 Adding msg type 'msgsys.LONG_RESPONSE', msgNumber 5013/0x1395
DEBUG [2020-03-26 04:19:12,976] main                 Adding msg type 'msgsys.INT_RESPONSE', msgNumber 5014/0x1396
DEBUG [2020-03-26 04:19:12,976] main                 Adding msg type 'msgsys.STRING_RESPONSE', msgNumber 5015/0x1397
DEBUG [2020-03-26 04:19:12,976] main                 Adding msg type 'msgsys.ALLOC_NAME_RESPONSE', msgNumber 5016/0x1398
DEBUG [2020-03-26 04:19:13,217] main                 Sending msgsys.ADVERTISE id=1 to objmgr
DEBUG [2020-03-26 04:19:13,218] SelfMessage          SelfMessageHandler.handle pos=162
DEBUG [2020-03-26 04:19:13,240] SelfMessage          handleSelfMessage id=1 type=msgsys.ADVERTISE class=multiverse.msgsys.AdvertiseMessage
DEBUG [2020-03-26 04:19:13,241] SelfMessage          [objmgr,1] handleAdvertise: Adding 34 and removing 0
DEBUG [2020-03-26 04:19:13,241] SelfMessage          sendResponse to objmgr,1 type=msgsys.RESPONSE id=2 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:19:13,242] SelfMessage          SelfMessageHandler.handle pos=28
DEBUG [2020-03-26 04:19:13,242] SelfMessage          handleSelfMessage id=2 responseTo=1 type=msgsys.RESPONSE class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:19:13,247] main                 TcpServer, bound to port: 33658
DEBUG [2020-03-26 04:19:13,253] main                 MessageAgent: connected to domain server java.nio.channels.SocketChannel[connected local=/127.0.0.1:47334 remote=localhost/127.0.0.1:20374]
INFO  [2020-03-26 04:19:13,340] main                 My agent-id: 2
DEBUG [2020-03-26 04:19:13,348] main                 SecureTokenManager.initDomain: reading domain key. keyId=0xde144850edfd6cfe algorithm=HmacSHA1
DEBUG [2020-03-26 04:19:13,352] MessageIO            handleMessageData from DomainServer,0 type=msgsys.NEW_AGENT len=52 class=multiverse.msgsys.NewAgentMessage
DEBUG [2020-03-26 04:19:13,982] MessageIO            handleMessageData from DomainServer,0 type=msgsys.NEW_AGENT len=59 class=multiverse.msgsys.NewAgentMessage
DEBUG [2020-03-26 04:19:14,003] MessageIO            handleMessageData from DomainServer,0 type=msgsys.NEW_AGENT len=54 class=multiverse.msgsys.NewAgentMessage
DEBUG [2020-03-26 04:19:14,216] AgentConnection-1    MessageAgent: connected to agent java.nio.channels.SocketChannel[connected local=/127.0.0.1:38382 remote=/127.0.0.1:43247]
DEBUG [2020-03-26 04:19:14,218] AgentConnection-3    MessageAgent: connected to agent java.nio.channels.SocketChannel[connected local=/127.0.0.1:46402 remote=/127.0.0.1:37340]
DEBUG [2020-03-26 04:19:14,219] AgentConnection-2    MessageAgent: connected to agent java.nio.channels.SocketChannel[connected local=/127.0.0.1:49164 remote=/127.0.0.1:44029]
DEBUG [2020-03-26 04:19:14,254] AgentConnection-1    connect: Accepted connection from combat
DEBUG [2020-03-26 04:19:14,288] MessageIO            handleMessageData from combat,3 type=msgsys.ADVERTISE len=138 class=multiverse.msgsys.AdvertiseMessage
DEBUG [2020-03-26 04:19:14,289] MessageIO            [combat,3] handleAdvertise: Adding 29 and removing 0
DEBUG [2020-03-26 04:19:14,738] MessageIO            handleMessageData from DomainServer,0 type=msgsys.NEW_AGENT len=52 class=multiverse.msgsys.NewAgentMessage
DEBUG [2020-03-26 04:19:14,751] AgentConnection-2    connect: Accepted connection from login_manager
DEBUG [2020-03-26 04:19:14,753] MessageIO            handleMessageData from login_manager,4 type=msgsys.ADVERTISE len=46 class=multiverse.msgsys.AdvertiseMessage
DEBUG [2020-03-26 04:19:14,753] MessageIO            [login_manager,4] handleAdvertise: Adding 6 and removing 0
DEBUG [2020-03-26 04:19:14,781] AgentConnection-3    connect: Accepted connection from instance
DEBUG [2020-03-26 04:19:14,784] MessageIO            handleMessageData from instance,5 type=msgsys.ADVERTISE len=70 class=multiverse.msgsys.AdvertiseMessage
DEBUG [2020-03-26 04:19:14,784] MessageIO            [instance,5] handleAdvertise: Adding 12 and removing 0
DEBUG [2020-03-26 04:19:15,498] AgentConnection-3    received connect: Accepting connection from wmgr_1
DEBUG [2020-03-26 04:19:15,525] MessageIO            handleMessageData from wmgr_1,5 type=msgsys.ADVERTISE len=138 class=multiverse.msgsys.AdvertiseMessage
DEBUG [2020-03-26 04:19:15,525] MessageIO            [wmgr_1,5] handleAdvertise: Adding 29 and removing 0
DEBUG [2020-03-26 04:19:16,311] MessageIO            handleMessageData from DomainServer,0 type=msgsys.NEW_AGENT len=57 class=multiverse.msgsys.NewAgentMessage
DEBUG [2020-03-26 04:19:16,680] MessageIO            handleMessageData from DomainServer,0 type=msgsys.NEW_AGENT len=53 class=multiverse.msgsys.NewAgentMessage
DEBUG [2020-03-26 04:19:16,748] AgentConnection-3    received connect: Accepting connection from voiceserver
DEBUG [2020-03-26 04:19:16,892] MessageIO            handleMessageData from voiceserver,5 type=msgsys.ADVERTISE len=46 class=multiverse.msgsys.AdvertiseMessage
DEBUG [2020-03-26 04:19:16,892] MessageIO            [voiceserver,5] handleAdvertise: Adding 6 and removing 0
DEBUG [2020-03-26 04:19:16,959] MessageIO            handleMessageData from DomainServer,0 type=msgsys.NEW_AGENT len=55 class=multiverse.msgsys.NewAgentMessage
DEBUG [2020-03-26 04:19:16,965] AgentConnection-2    MessageAgent: connected to agent java.nio.channels.SocketChannel[connected local=/127.0.0.1:39266 remote=/127.0.0.1:40011]
DEBUG [2020-03-26 04:19:17,011] AgentConnection-3    received connect: Accepting connection from proxy_1
DEBUG [2020-03-26 04:19:17,038] MessageIO            handleMessageData from proxy_1,4 type=msgsys.ADVERTISE len=318 class=multiverse.msgsys.AdvertiseMessage
DEBUG [2020-03-26 04:19:17,038] MessageIO            [proxy_1,4] handleAdvertise: Adding 74 and removing 0
DEBUG [2020-03-26 04:19:17,454] AgentConnection-2    connect: Accepted connection from mobserver
DEBUG [2020-03-26 04:19:17,479] MessageIO            handleMessageData from mobserver,8 type=msgsys.ADVERTISE len=170 class=multiverse.msgsys.AdvertiseMessage
DEBUG [2020-03-26 04:19:17,479] MessageIO            [mobserver,8] handleAdvertise: Adding 37 and removing 0
WARN  [2020-03-26 04:19:17,483] main                 engine: world geometry is not set
DEBUG [2020-03-26 04:19:17,485] main                 Engine, Executing script file: /usr/multiverse/config/common/global_props.py
DEBUG [2020-03-26 04:19:17,485] main                 runPYFile: file=/usr/multiverse/config/common/global_props.py
DEBUG [2020-03-26 04:19:17,562] main                 Engine, script completed
DEBUG [2020-03-26 04:19:17,562] main                 Engine, Executing script file: /usr/multiverse/config/mv_fantasy/global_props.py
DEBUG [2020-03-26 04:19:17,562] main                 runPYFile: file=/usr/multiverse/config/mv_fantasy/global_props.py
DEBUG [2020-03-26 04:19:17,568] main                 Engine, script completed
DEBUG [2020-03-26 04:19:17,694] main                 Engine, Executing script file: /usr/multiverse/config/mv_fantasy/templates.py
DEBUG [2020-03-26 04:19:17,694] main                 runPYFile: file=/usr/multiverse/config/mv_fantasy/templates.py
DEBUG [2020-03-26 04:19:17,984] MessageIO            handleMessageData from wmgr_1,13 type=msgsys.SUBSCRIBE len=75 class=multiverse.msgsys.SubscribeMessage
DEBUG [2020-03-26 04:19:17,984] MessageIO            [wmgr_1,13] Got subscription subId=2 filter [WorldManagerFilter types=mv.GENERATE_SUB_OBJECT,mv.LOAD_SUBOBJECT, namespaces=NS.wmgr,NS.wminstance pluginName=WorldManager1 instances=0]
DEBUG [2020-03-26 04:19:17,984] MessageIO            sendResponse to wmgr_1,13 type=msgsys.RESPONSE id=10 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:19:18,020] MessageIO            handleMessageData from wmgr_1,14 type=msgsys.SUBSCRIBE len=72 class=multiverse.msgsys.SubscribeMessage
DEBUG [2020-03-26 04:19:18,020] MessageIO            [wmgr_1,14] Got subscription subId=3 filter [PerceptionFilter types=mv.SET_PROPERTY,mv.DELETE_SUBOBJECT,mv.UNLOAD_SUBOBJECT,mv.SAVE_SUBOBJECT,mv.SET_SUBPERSISTENCE,mv.GET_PROPERTY, subjectCount=0 targets=]
DEBUG [2020-03-26 04:19:18,020] MessageIO            sendResponse to wmgr_1,14 type=msgsys.RESPONSE id=11 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:19:18,030] MessageIO            handleMessageData from wmgr_1,15 type=msgsys.SUBSCRIBE len=48 class=multiverse.msgsys.SubscribeMessage
DEBUG [2020-03-26 04:19:18,030] MessageIO            [wmgr_1,15] Got subscription subId=4 filter [NamespaceFilter types=mv.SET_PROPERTY_NONBLOCK, namespaces=NS.wmgr,NS.wminstance]
DEBUG [2020-03-26 04:19:18,031] MessageIO            sendResponse to wmgr_1,15 type=msgsys.RESPONSE id=12 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:19:18,128] MessageIO            handleMessageData from wmgr_1,18 type=msgsys.SUBSCRIBE len=68 class=multiverse.msgsys.SubscribeMessage
DEBUG [2020-03-26 04:19:18,128] MessageIO            [wmgr_1,18] Got subscription subId=7 filter [PerceptionFilter types=mv.UPDATE_OBJECT,mv.COM_REQ,mv.UPDATEWNODE_REQ,mv.MOB_PATH_REQ,mv.MODIFY_DC,mv.ORIENT_REQ,mv.REFRESH_WNODE,mv.REPARENT_WNODE_REQ, subjectCount=0 targets=]
DEBUG [2020-03-26 04:19:18,128] MessageIO            sendResponse to wmgr_1,18 type=msgsys.RESPONSE id=13 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:19:18,163] MessageIO            handleMessageData from wmgr_1,19 type=msgsys.SUBSCRIBE len=62 class=multiverse.msgsys.SubscribeMessage
DEBUG [2020-03-26 04:19:18,163] MessageIO            [wmgr_1,19] Got subscription subId=8 filter [PerceptionFilter types=mv.GETWNODE_REQ,mv.DESPAWN_REQ,mv.OBJINFO_REQ,mv.SPAWN_REQ,mv.SETWNODE_REQ,mv.DC_REQ, subjectCount=0 targets=]
DEBUG [2020-03-26 04:19:18,163] MessageIO            sendResponse to wmgr_1,19 type=msgsys.RESPONSE id=14 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:19:18,218] MessageIO            handleMessageData from mobserver,23 type=msgsys.SUBSCRIBE len=50 class=multiverse.msgsys.SubscribeMessage
DEBUG [2020-03-26 04:19:18,218] MessageIO            [mobserver,23] Got subscription subId=5 filter [NamespaceFilter types=mv.GENERATE_SUB_OBJECT,mv.LOAD_SUBOBJECT, namespaces=NS.trainer]
DEBUG [2020-03-26 04:19:18,218] MessageIO            sendResponse to mobserver,23 type=msgsys.RESPONSE id=15 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:19:18,244] MessageIO            handleMessageData from mobserver,24 type=msgsys.SUBSCRIBE len=66 class=multiverse.msgsys.SubscribeMessage
DEBUG [2020-03-26 04:19:18,245] MessageIO            [mobserver,24] Got subscription subId=6 filter [NamespaceFilter types=mv.SET_PROPERTY,mv.DELETE_SUBOBJECT,mv.UNLOAD_SUBOBJECT,mv.SAVE_SUBOBJECT,mv.SET_SUBPERSISTENCE,mv.GET_PROPERTY, namespaces=NS.trainer]
